,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
26642,54,9,1957,338,1,0,1,0,157,1,0,0,0
42479,54,9,1181,389,1,0,1,0,148,0.4,0.05,0,0
5304,49,5,0,0,247,1,0.06,0.06,13,0.05,0.08,1,1
32944,60,9,931,12540,1,0,1,0,14,0.15,0.05,0,0
27652,54,9,692,326,1,0,1,0,141,0.55,0.02,0,0
3593,10,2,0,0,236,0,0.04,0.07,9,0.04,0.07,0,1
47869,24,9,258,16627,1,0,1,0,255,1,0,0,0
8546,14,9,8,0,1,0,1,0,44,1,0,0,1
24183,58,5,0,0,145,0.06,0.01,0.58,1,0,0.33,0.04,1
37020,24,9,219,1758,4,0,1,0,255,1,0,0,0
5063,66,5,0,0,102,1,0.02,0.07,17,0.07,0.07,1,1
32692,24,9,263,10939,1,0,1,0,255,1,0,0,0
6407,12,9,31,0,1,0,1,0,27,0.18,0.09,0,0
40370,24,9,214,1326,10,0,1,0,255,1,0,0,0
12425,66,5,0,0,143,1,0.09,0.06,8,0.03,0.06,1,1
1214,24,9,228,24786,14,0,1,0,255,1,0,0,0
23901,54,9,1372,401,1,0,1,0,59,0.23,0.05,0.5,0
9804,65,9,78,0,15,0,0.4,0.13,14,0.05,0.01,0,0
8649,24,9,373,1575,7,0,1,0,255,1,0,0.01,0
8337,24,9,224,458,1,0,1,0,255,1,0,0,0
774,44,9,147,105,1,0,1,0,2,0.01,0.51,0,0
43648,20,9,334,0,2,0,1,0,27,1,0,0,1
16298,67,1,0,0,250,0,0.03,0.06,8,0.03,0.07,0,1
23228,24,9,187,21002,1,0,1,0,255,1,0,0,0
9914,24,9,231,4267,6,0,1,0,255,1,0,0,0
33455,44,9,147,105,1,0,1,0,1,0,0.52,0,0
2811,44,9,147,105,1,0,1,0,2,0.01,0.63,0,0
26750,12,9,45,128,235,0,1,0,121,0.76,0.02,0,0
12949,24,9,184,1831,7,0,1,0,248,0.97,0.01,0,0
36905,24,9,335,1211,7,0,1,0,255,1,0,0,0
5670,54,9,2361,328,1,0,1,0,119,0.31,0.05,0.03,0
48110,24,9,210,2921,2,0,1,0,255,1,0,0,0
29202,12,9,45,45,156,0,0.99,0.01,254,1,0.01,0,0
48021,8,1,0,0,239,0,0,0.07,1,0,0.08,0,1
41239,8,5,0,0,290,1,0.01,0.05,3,0.01,0.05,1,1
21275,24,9,250,1774,1,0,1,0,249,0.98,0.01,0,0
14687,49,5,0,0,232,1,0.01,0.06,3,0.01,0.07,1,1
38056,24,5,0,0,48,1,0.31,0.08,63,0.25,0.02,1,1
1819,49,5,0,0,267,1,0.01,0.06,1,0,0.04,1,1
21859,24,9,262,1323,18,0,1,0,255,1,0,0,0
41412,54,9,803,328,1,0,1,0,136,0.5,1,0,0
48571,54,9,834,330,1,0,1,0,93,0.68,0.18,0,0
28453,14,9,18,0,1,0,1,0,194,1,0,0,1
25923,24,9,245,5458,17,0,1,0,255,1,0,0,0
16528,12,9,44,70,148,0,1,0,249,0.98,0.01,0,0
44667,20,9,748,0,1,0,1,0,31,0.15,0.09,0,0
6870,24,9,197,2622,12,0,1,0,255,1,0,0,0
34613,49,9,105,147,8,0,0.12,0.25,242,0.95,0.01,0,0
33527,29,5,0,0,211,1,0.02,0.07,12,0.05,0.09,1,1
34531,24,9,298,338,1,0,1,0,255,1,0,0,0
21142,49,5,0,0,114,1,0.04,0.07,4,0.02,0.06,1,1
33020,24,9,202,9432,21,0,1,0,255,1,0,0,0
2097,56,5,0,0,287,1,0.02,0.06,7,0.03,0.07,1,1
563,24,9,334,455,7,0,1,0,255,1,0,0,0
2515,6,5,0,0,118,1,0.09,0.06,11,0.04,0.07,1,1
30491,24,9,159,20446,1,0,1,0,255,1,0,0,0
15321,24,5,0,0,68,1,0.28,0.06,59,0.23,0.03,1,1
22338,49,1,0,0,1,0,1,0,1,0.04,1,0,1
26196,24,9,220,843,12,0,1,0,255,1,0,0,0
3354,49,9,28,0,166,0.6,0.4,0.04,66,0.26,0.75,0.09,1
3588,24,9,201,24716,2,0,1,0,255,1,0,0,0
24780,14,9,8,0,1,0,1,0,138,1,0,0,1
23963,12,9,43,132,79,0,1,0,255,1,0,0,0
12482,49,1,0,0,137,0,0.11,0.07,13,0.05,0.06,0,1
5434,24,9,267,23875,1,0,1,0,247,1,0,0,0
13085,8,5,0,0,245,1,0.07,0.06,3,0.01,0.07,1,1
9716,24,9,339,5320,7,0,1,0,255,1,0,0,0
34022,49,5,0,0,130,1,0.15,0.07,2,0.01,0.07,1,1
17975,20,9,10044,0,13,0,1,0,87,0.35,0.02,0,0
21248,24,9,334,1301,14,0,1,0,255,1,0,0,0
28141,49,5,0,0,254,1,0.02,0.06,2,0.01,0.08,1,1
15301,24,9,214,1233,2,0,1,0,151,1,0,0,0
27496,12,9,43,129,27,0,1,0,200,0.82,0.02,0,0
25009,18,5,0,0,214,1,0.09,0.07,20,0.08,0.07,1,1
47252,24,9,234,540,11,0,1,0,255,1,0,0,0
9277,24,9,256,1333,17,0,1,0,255,1,0,0,0
37672,24,9,226,2507,6,0,1,0,238,0.93,0.01,0,0
49540,44,9,35195,0,1,0,1,0,1,0.01,0.38,0,0
10652,49,9,105,0,1,0,1,0,14,0.64,0.14,0,0
30772,24,9,291,1329,7,0,1,0,255,1,0,0,0
32546,19,9,959,2720,1,0,1,0,22,0.22,0.04,0.04,0
44641,12,9,46,137,130,0,0.99,0.02,254,1,0.01,0,0
2730,12,9,42,78,242,0,1,0.01,254,1,0.01,0,0
45551,18,5,0,0,246,1,0.06,0.06,14,0.05,0.07,1,1
2442,31,1,0,0,148,0,0.14,0.06,20,0.08,0.07,0,1
46157,38,4,0,0,1,0,1,0,1,0,1,0,1
21919,54,9,944,332,1,0,1,0,166,0.65,0.02,0,0
28824,24,9,300,189,19,0,1,0,255,1,0,0,0
17127,15,9,520,0,288,0,1,0,255,1,0,0,1
10960,49,1,0,0,39,0,0.41,0.08,13,0.05,0.06,0,1
18676,15,9,520,0,482,0,1,0,64,1,0,0,1
9889,24,9,240,1374,10,0,1,0,255,1,0,0,0
2977,20,9,245,0,2,0,1,0,104,0.41,0.02,0,0
17371,53,5,0,0,147,1,0.1,0.05,14,0.05,0.06,1,1
31477,60,5,0,0,2,1,1,0,24,0.55,0.05,0.95,1
16523,24,9,226,2431,14,0,1,0,255,1,0,0,0
21811,24,9,310,9515,5,0,1,0,255,1,0,0.04,0
16488,12,9,45,78,77,0,1,0,212,0.83,0.01,0,0
26802,24,9,376,1679,5,0,1,0,255,1,0,0,0
495,34,5,0,0,139,1,0.14,0.06,20,0.08,0.05,1,1
37389,24,9,259,9980,1,0,1,0,69,1,0,0,0
34379,49,5,0,0,298,1,0.06,0.06,8,0.03,0.08,1,1
16049,24,9,209,809,14,0,1,0,255,1,0,0,0
29595,24,9,322,236,2,0,1,0,255,1,0,0,0
14365,20,9,501760,0,2,0,1,0,90,0.59,0.03,0,0
9846,14,9,8,0,1,0,1,0,129,1,0,0,1
13030,18,5,0,0,26,1,0.5,0.08,56,0.28,0.02,1,1
41195,12,9,46,81,257,0,1,0.01,242,0.95,0.01,0,0
21386,24,9,224,3707,3,0,1,0,255,1,0,0,0
12222,24,9,244,263,21,0,1,0,255,1,0,0,0
44750,6,5,0,0,126,1,0.04,0.06,5,0.02,0.06,1,1
5380,20,5,0,0,209,1,0.08,0.06,16,0.06,0.07,1,1
36188,24,9,295,771,13,0,1,0,255,1,0,0,0
16205,24,9,313,2033,5,0,1,0,255,1,0,0,0
36074,49,9,105,147,2,0,1,0,245,0.96,0.01,0,0
1739,2,5,0,0,280,1,0.06,0.06,16,0.06,0.08,1,1
27142,14,9,8,0,1,0,1,0,80,1,0,0,1
46008,32,1,0,0,146,0,0.11,0.05,12,0.05,0.07,0,1
34854,49,5,0,0,285,1,0.05,0.06,11,0.04,0.06,1,1
6626,4,1,0,0,231,0,0.02,0.07,5,0.02,0.08,0,1
43731,24,9,310,11168,38,0,1,0,255,1,0,0,0
9028,24,9,222,3380,7,0,1,0,255,1,0,0,0
31213,4,5,0,0,231,1,0.06,0.06,15,0.06,0.07,1,1
15734,28,5,0,0,259,1,0.02,0.07,4,0.02,0.09,1,1
21626,4,5,0,0,207,1,0.07,0.05,15,0.06,0.06,1,1
25575,60,9,1229,185137,1,0,1,0,9,0.15,0.07,0,0
9868,7,5,0,0,150,0.99,0.13,0.08,20,0.08,0.07,1,1
11138,15,9,1032,0,511,0,1,0,32,0.13,0.1,0.09,1
16449,60,5,0,0,268,1,0.08,0.05,22,0.09,0.05,1,1
4195,49,5,0,0,278,1,0.06,0.06,15,0.06,0.06,1,1
498,24,9,212,828,9,0,1,0,255,1,0,0,0
44876,35,5,0,0,218,1,0.07,0.06,15,0.06,0.08,1,1
7391,24,1,0,0,1,0,1,0,255,1,0,0,0
32260,12,9,34,34,2,0,1,0,242,0.95,0.01,0,0
39352,24,9,246,1783,9,0,1,0,103,1,0,0,0
20181,24,9,302,1728,4,0,1,0,255,1,0,0,0
32200,20,5,0,0,16,1,0.25,0.25,41,0.16,0.05,1,1
4850,12,9,43,125,171,0,0.99,0.01,134,0.77,0.02,0,0
42851,24,9,295,16850,6,0,1,0,255,1,0,0,0
37995,2,5,0,0,122,1,0.13,0.07,16,0.06,0.07,1,1
22809,24,9,329,2189,5,0,1,0,255,1,0,0,0
47298,49,5,0,0,223,1,0.09,0.04,21,0.08,0.05,1,1
1059,24,5,0,0,9,1,0.56,0.33,12,0.05,0.05,1,1
26978,24,9,231,654,2,0,1,0,255,1,0,0,0
9601,32,1,0,0,149,0,0.13,0.06,20,0.08,0.07,0,1
9706,14,9,8,0,1,0,1,0,41,1,0,0,1
47027,36,1,0,0,250,0,0.06,0.07,14,0.05,0.08,0,1
11699,26,5,0,0,295,1,0.04,0.05,12,0.05,0.05,1,1
9987,24,5,0,0,65,1,0.28,0.06,58,0.23,0.03,1,1
11772,20,9,14052,0,1,0,1,0,50,0.2,0.02,0.34,0
34772,24,9,196,173,6,0.17,1,0,203,1,0,0,0
5092,24,9,314,1614,16,0,1,0,255,1,0,0,0
8135,24,9,283,29165,4,0,1,0,255,1,0,0,0
7205,12,9,43,129,148,0,0.99,0.01,227,0.89,0.02,0,0
19345,24,1,0,0,1,0,1,0,255,1,0,0,0
47232,57,5,0,0,281,1,0.06,0.05,16,0.06,0.05,1,1
13340,20,9,334,0,2,0,1,0,48,1,0,0,1
30432,24,9,230,9578,1,0,1,0,255,1,0,0,0
41780,14,9,8,0,1,0,1,0,13,1,0,0,1
27875,49,5,0,0,41,1,0.17,0.15,18,0.07,0.09,1,1
48231,24,9,230,1075,9,0,1,0,251,0.98,0.01,0,0
33976,12,9,43,43,124,0,1,0,179,0.73,0.02,0,0
3265,49,9,105,147,8,0,0.12,0.25,229,0.9,0.01,0,0
27808,24,9,310,16090,12,0,1,0,255,1,0,0,0
19254,20,9,3482,0,1,0,1,0,48,0.22,0.03,0,0
9877,14,9,8,0,1,0,1,0,111,1,0,0,1
41754,49,5,0,0,125,1,0.03,0.06,5,0.02,0.07,1,1
24509,49,1,0,0,83,0,0.11,0.07,22,0.09,0.06,0,1
14356,24,1,0,0,1,0,1,0,255,1,0,0,0
24321,12,9,45,111,201,0,1,0,251,0.98,0.01,0,0
42310,21,5,0,0,243,1,0.03,0.07,8,0.03,0.07,1,1
5481,18,5,0,0,191,1,0.01,0.08,1,0,0.08,1,1
20312,49,9,1,0,11,0,1,0,82,0.32,0.1,0,1
48401,56,5,0,0,277,1,0.01,0.05,2,0.01,0.05,1,1
30205,5,5,0,0,164,1,0.06,0.06,10,0.04,0.06,1,1
40315,7,5,0,0,273,1,0.05,0.06,15,0.06,0.07,1,1
13001,60,2,126,179,2,0,1,0,47,1,0,0.04,1
45118,24,9,284,11711,6,0,1,0,255,1,0,0,0
37426,54,9,1418,333,1,0,1,0,138,0.54,0.04,0,0
14133,20,9,491,0,1,0,1,0,116,0.45,0.01,0,0
38977,69,1,0,0,227,0,0.03,0.07,6,0.02,0.08,0,1
45302,49,5,0,0,112,1,0.07,0.06,16,0.06,0.06,1,1
40891,54,9,1752,328,1,0,1,0,193,0.95,0.1,0,0
35302,20,9,501760,0,2,0,1,0,58,0.28,0.02,0,0
25423,24,9,339,2406,4,0,1,0,255,1,0,0,0
11905,26,5,0,0,134,1,0.01,0.06,1,0,0.06,1,1
25941,60,5,0,0,22,1,0.27,0.18,40,0.16,0.05,1,1
1685,24,9,277,11830,2,0,1,0,255,1,0,0,0
29618,24,9,232,419,2,0,1,0,255,1,0,0,0
22119,66,5,0,0,120,1,0.08,0.06,10,0.04,0.05,1,1
38453,15,9,1032,0,273,0,1,0,255,1,0,0,1
35881,44,1,0,0,510,0.16,0,1,1,0,1,0.19,1
39914,15,9,1032,0,511,0,1,0,192,0.75,0.02,0,1
40215,17,5,0,0,131,1,0.17,0.05,22,0.09,0.05,1,1
13611,49,1,0,0,243,0,0.03,0.07,8,0.03,0.08,0,1
29071,49,5,0,0,216,1,0.04,0.07,18,0.07,0.07,1,1
41370,20,5,0,0,32,0.97,0.34,0.09,6,0.02,0.06,1,1
23335,24,9,216,6329,9,0,1,0,255,1,0,0,0
4949,24,9,226,1787,9,0,1,0,255,1,0,0,0
46677,20,9,7280,0,17,0,1,0,23,0.09,0.02,0,0
31119,24,9,208,2857,9,0,1,0,255,1,0,0,0
28508,49,9,1,0,7,0,1,0,7,0.03,0.4,0,1
46472,24,1,0,0,1,0,1,0,255,1,0,0,0
36869,44,9,146,105,1,0,1,0,1,0,0.64,0,0
35356,24,9,211,975,6,0,1,0,255,1,0,0,0
17971,12,9,42,68,177,0,1,0,255,1,0,0,0
36272,24,9,54540,8314,2,0,1,0,45,1,0,0.02,1
15089,35,5,0,0,254,1,0.02,0.06,4,0.02,0.07,1,1
30643,54,9,667,327,2,0,0.5,1,160,0.64,0.14,0,0
39711,20,9,334,0,2,0,1,0,101,0.4,0.02,0,1
18060,20,9,3468,0,24,0,1,0,83,0.35,0.03,0,0
49846,24,9,236,1576,3,0,1,0,255,1,0,0,0
26072,44,9,516,4,132,0,1,0,132,1,0,0,0
41978,12,9,43,43,203,0,1,0,255,1,0,0,0
21507,24,9,229,1075,2,0,1,0,248,0.97,0.01,0,0
22808,49,4,1,0,2,0,1,0,2,0.01,0.5,0,1
35841,24,9,315,2168,13,0,1,0,255,1,0,0,0
22482,20,9,12,0,2,0,1,0,73,0.47,0.05,0.04,0
25043,28,1,0,0,254,0,0.06,0.07,14,0.05,0.07,0,1
36362,49,5,0,0,261,1,0.07,0.06,18,0.07,0.06,1,1
12673,24,6,54540,4380,2,0.5,1,0,255,1,0,0,1
35150,49,5,0,0,103,1,0.02,0.06,2,0.01,0.05,1,1
38565,49,5,0,0,234,1,0.07,0.05,16,0.08,0.06,0.99,1
10461,12,9,43,109,73,0,1,0,237,0.93,0.01,0,0
16853,0,4,2335,8163,2,0,0.5,1,16,0.1,0.01,0,0
30289,49,5,0,0,224,1,0.03,0.07,15,0.06,0.06,1,1
29811,14,9,8,0,1,0,1,0,45,1,0,0,1
25462,24,9,326,3467,4,0,1,0,255,1,0,0,0
19911,49,5,0,0,135,1,0.08,0.04,11,0.04,0.06,1,1
44738,15,9,1032,0,510,0,1,0,77,0.3,0.14,0,1
46440,54,9,1704,332,1,0,1,0,189,0.96,0.02,0,0
3135,24,9,285,10993,4,0,1,0,255,1,0,0,0
41633,14,9,8,0,1,0,1,0,114,1,0,0,1
40366,49,9,28,0,57,0,1,0,157,0.62,0.39,0.09,1
34587,24,5,0,0,2,1,1,0,255,1,0,1,0
22418,7,5,0,0,207,1,0,0.07,1,0,0.09,1,1
30988,24,1,0,0,1,0,1,0,243,1,0,0,0
5618,33,5,0,0,269,1,0.07,0.06,19,0.07,0.07,1,1
4663,44,9,167,0,1,0,1,0,1,0.01,0.05,0.03,0
42438,49,5,0,0,283,1,0.02,0.06,10,0.04,0.08,1,1
9458,24,9,213,567,14,0,1,0,255,1,0,0,0
3252,24,9,331,1187,13,0,1,0,255,1,0,0,0
40985,49,5,0,0,275,1,0.05,0.05,16,0.06,0.09,1,1
31864,49,4,0,0,1,0,1,0,1,0,0.21,0,1
13213,54,9,2092,363,1,0,1,0,175,0.74,0.15,0,0
3611,19,9,1491,4152,1,0,1,0,51,0.2,0.03,0,0
22219,19,9,326,1054,1,0,1,0,3,0.03,0.97,0,0
31718,60,9,114,9527,1,0,1,0,1,0.02,0.74,0,0
42997,24,9,295,685,27,0,1,0,221,1,0,0,0
46,49,9,28,0,80,0,1,0,80,0.31,0.02,0,1
41474,49,5,0,0,284,1,0.04,0.06,8,0.03,0.08,1,1
14127,24,9,237,406,1,0,1,0,255,1,0,0,0
15730,54,9,1907,366,1,0,1,0,247,0.98,0.04,0,0
44014,24,9,256,6343,1,0,1,0,255,1,0,0,0
18703,24,9,227,457,13,0,1,0,198,1,0,0,0
48135,24,1,0,0,279,0,0.07,0.06,19,0.07,0.07,0,1
41593,54,9,691,330,1,0,1,0,246,0.96,0.01,0,0
25823,49,4,0,0,1,0,1,0,1,0,0.65,0,1
39889,16,5,0,0,92,1,0.02,0.07,2,0.01,0.06,1,1
3806,54,9,876,332,2,0,0.5,1,136,0.46,0.03,0,0
42142,32,5,0,0,149,1,0.13,0.05,19,0.07,0.06,1,1
10918,24,1,0,0,1,0,1,0,251,1,0,0,0
17556,49,5,0,0,111,1,0.05,0.07,5,0.05,0.09,1,1
4773,24,9,324,2309,11,0,1,0,255,1,0,0,0
38474,20,9,88382,0,1,0,1,0,37,0.36,0.05,0,0
21392,58,5,0,0,230,1,0.1,0.04,24,0.09,0.05,1,1
30032,54,9,1485,332,1,0,1,0,245,1,0,0,0
21165,60,9,117,8172,1,0,1,0,1,0,0.03,0,0
38657,12,9,45,77,154,0,1,0,232,0.91,0.01,0,0
25903,20,9,567,0,2,0,0.5,1,73,0.38,0.06,0,0
22114,60,6,1151,8390,1,1,1,0,23,0.23,0.06,0.02,0
42902,24,9,222,370,12,0,1,0,255,1,0,0,0
24859,12,9,45,88,12,0,1,0,57,0.76,0.03,0,0
36077,24,9,246,9055,1,0,1,0,255,1,0,0,0
2103,24,9,296,9928,3,0,1,0,255,1,0,0,0
17844,20,5,0,0,290,1,0.07,0.05,21,0.08,0.05,1,1
36516,19,9,1146,2443,1,0,1,0,100,0.39,0.02,0,1
32412,14,9,8,0,1,0,1,0,66,1,0,0,1
39281,24,9,361,15447,10,0,1,0,255,1,0,0,0
21711,14,9,18,0,1,0,1,0,153,1,0,0,1
22760,4,5,0,0,287,1,0.08,0.05,24,0.09,0.05,1,1
36436,24,9,237,391,6,0,1,0,255,1,0,0,0
13069,60,9,76,1188,1,0,1,0,8,0.73,0.36,0.09,0
21687,49,9,215,0,1,0,1,0,129,0.84,0.01,0,1
20035,24,9,294,1389,14,0,1,0,255,1,0,0,0
11529,15,9,520,0,178,0,1,0,255,1,0,0,1
46137,49,5,0,0,212,1,0.08,0.06,17,0.07,0.07,1,1
36643,24,9,219,430,13,0,1,0,255,1,0,0,0
11345,14,9,8,0,1,0,1,0,22,1,0,0,1
11809,12,9,45,115,106,0,1,0,255,1,0,0,0
13290,14,9,8,0,1,0,1,0,255,1,0,0,1
42849,49,5,0,0,129,1,0.07,0.07,29,0.11,0.05,1,1
37510,63,2,0,0,233,0,0.03,0.07,7,0.03,0.08,0,1
12683,11,5,0,0,275,1,0.03,0.05,7,0.03,0.05,1,1
47932,24,9,207,1185,10,0,1,0,255,1,0,0,0
870,6,5,0,0,123,1,0.17,0.06,21,0.08,0.05,1,1
47990,63,5,0,0,261,1,0.04,0.06,11,0.04,0.07,1,1
31500,29,5,0,0,208,1,0.1,0.06,20,0.08,0.06,1,1
16293,49,1,0,0,107,0,0.07,0.07,8,1,0,0,1
16093,60,5,0,0,48,1,0.25,0.08,39,0.15,0.05,1,1
40453,24,9,236,3041,13,0,1,0,255,1,0,0.01,0
16342,49,1,0,0,432,0,0,0.52,1,0,0.51,0,1
19183,54,9,1046,330,1,0,1,0,241,0.94,0.02,0,0
46115,49,4,0,0,2,0,0.5,1,1,0,0.48,0,1
43489,24,7,266,70559,1,1,1,0,255,1,0,1,0
1954,12,9,46,143,74,0,1,0,254,1,0.01,0,0
25269,35,5,0,0,234,1,0.03,0.07,8,0.03,0.07,1,1
47866,24,9,349,281,16,0,1,0,255,1,0,0,0
6552,14,9,8,0,1,0,1,0,67,1,0,0,1
20803,38,5,0,0,288,1,0.05,0.06,9,0.04,0.06,1,1
37694,33,5,0,0,285,1,0.05,0.06,14,0.05,0.07,1,1
20314,24,9,206,1162,8,0,1,0,255,1,0,0,0
16889,49,5,0,0,83,1,0.23,0.06,1,0,0.06,1,1
10294,44,9,3468,0,23,0.04,0.04,0.09,1,0,0.02,0,0
1601,41,5,0,0,141,1,0.12,0.06,17,0.07,0.06,1,1
43891,20,5,0,0,216,1,0.08,0.06,16,0.06,0.07,1,1
34700,24,9,346,1062,2,0,1,0,255,1,0,0,0
1595,49,1,0,0,119,0,0.07,0.08,8,0.03,0.06,0,1
19506,15,9,1032,0,511,0,1,0,108,0.42,0.02,0.02,1
28258,9,3,0,0,1,0,1,0,1,0.01,0.09,0,1
26483,49,5,0,0,261,1,0.05,0.06,14,0.05,0.08,1,1
44831,49,5,0,0,104,1,0.08,0.06,8,0.03,0.08,1,1
29163,15,9,520,0,416,0,1,0,255,1,0,0,1
22042,49,5,0,0,13,1,0.08,0.31,1,0,0.09,1,1
27754,12,9,44,115,1,0,1,0,235,0.92,0.01,0,0
29176,24,9,210,2243,12,0,1,0,255,1,0,0,0
46867,69,5,0,0,141,1,0.01,0.06,3,0.01,0.07,1,1
32431,44,9,147,105,1,0,1,0,1,0,0.86,0,0
46148,49,5,0,0,99,1,0.25,0.04,25,0.1,0.05,1,1
23541,24,9,241,7596,17,0,1,0,255,1,0,0,0
17904,49,9,28,0,96,0,1,0,63,0.25,0.01,0,1
4059,24,9,304,1172,5,0,1,0,255,1,0,0,0
4419,49,5,0,0,198,0.99,0.1,0.06,2,0.01,0.06,1,1
4206,24,9,333,14206,1,0,1,0,255,1,0,0.03,0
47807,24,9,209,885,12,0.08,1,0,255,1,0,0.08,0
41497,24,1,0,0,1,0,1,0,179,1,0,0,0
11336,60,9,227,1555,1,0,1,0,29,0.19,0.03,0.01,0
10509,12,9,46,132,69,0,1,0,254,1,0.01,0,0
12325,24,9,343,6901,8,0,1,0,255,1,0,0,0
4036,24,9,222,1651,8,0,1,0,255,1,0,0,0
1175,24,9,289,2488,4,0,1,0,255,1,0,0,0
47083,24,9,207,2592,35,0,1,0,255,1,0,0,0
31509,24,7,167,0,1,1,1,0,255,1,0,0,0
10967,12,9,45,132,75,0,1,0,255,1,0,0,0
42133,54,9,919,285,1,0,1,0,150,0.5,0.03,0,0
9964,24,9,224,4794,5,0,1,0,255,1,0,0,0
22041,20,5,0,0,201,1,0.06,0.06,13,0.05,0.07,1,1
27286,2,5,0,0,245,1,0.09,0.05,21,0.08,0.06,1,1
27423,17,5,0,0,135,1,0.14,0.06,19,0.07,0.06,1,1
12000,11,1,0,0,267,0,0.05,0.07,13,0.05,0.08,0,1
39368,18,5,0,0,78,1,0.26,0.05,62,0.24,0.02,1,1
37138,60,5,0,0,254,1,0.03,0.06,14,0.05,0.07,1,1
10663,49,5,0,0,210,1,0.08,0.06,14,0.2,0.14,0.8,1
6419,49,9,1,0,29,0,1,0,29,0.3,0.05,0,1
28221,24,9,212,4556,15,0,1,0,255,1,0,0,0
46539,49,1,0,0,133,0,0.11,0.06,13,0.05,0.07,0,1
15262,49,4,0,0,1,0,1,0,1,0.01,0.58,0.05,1
4289,49,5,0,0,135,1,0.01,0.06,10,0.04,0.07,1,1
46702,24,9,272,690,19,0,1,0,250,1,0,0,0
48594,24,9,314,2698,2,0,1,0,253,0.99,0.01,0,0
29959,60,5,0,0,265,1,0.06,0.05,15,0.06,0.05,1,1
25319,35,1,0,0,264,0,0.02,0.06,5,0.02,0.08,0,1
43410,49,9,105,145,4,0,0.25,0.5,246,0.96,0.01,0,0
31981,48,5,0,0,121,1,0.06,0.06,7,0.03,0.05,1,1
15641,49,5,0,0,190,1,0.02,0.06,4,0.02,0.06,1,1
10565,54,9,859,325,1,0,1,0,248,0.97,0.01,0,0
26097,49,9,1,0,11,0,0.18,0.73,2,0.01,0.32,0,1
31780,2,5,0,0,260,1,0.06,0.06,15,0.06,0.07,1,1
45730,54,9,1061,332,1,0,1,0,147,0.56,0.02,0,0
49512,24,9,307,2077,8,0,1,0,255,1,0,0,0
47635,24,1,0,0,1,0,1,0,239,1,0,0,0
4836,44,4,1,0,2,0,1,0,2,0.01,0.68,0,1
17101,15,9,1032,0,16,0,1,0,16,0.06,0.02,0,1
27753,60,9,363,9784,1,0,1,0,69,0.27,0.02,0.34,0
13663,24,9,316,3884,6,0,1,0,255,1,0,0,0
16428,54,9,1199,376,1,0,1,0,186,0.7,0.01,0.01,0
17442,49,5,0,0,216,1,0.05,0.05,10,0.04,0.06,1,1
47627,24,9,143,9567,1,0,1,0,255,1,0,0,0
13132,49,1,0,0,219,0,0.05,0.06,11,0.04,0.07,0,1
2270,20,9,172,0,1,0,1,0,31,0.3,0.68,0,0
47989,49,5,0,0,233,1,0.01,0.06,18,0.07,0.07,1,1
8574,49,1,0,0,178,0,0.06,0.08,11,0.04,0.09,0,1
8277,49,5,0,0,147,1,0.12,0.05,6,0.02,0.07,1,1
35708,24,9,301,7184,2,0,1,0,255,1,0,0,0
5210,49,5,0,0,292,1,0.05,0.05,9,0.04,0.07,1,1
17091,24,9,245,555,6,0,1,0,255,1,0,0,0
7587,20,9,14052,0,3,0,1,0,55,0.27,0.02,0,0
30645,4,5,0,0,202,1,0.03,0.05,6,0.02,0.06,1,1
28368,14,9,8,0,1,0,1,0,96,1,0,0,1
38085,11,1,0,0,235,0,0.03,0.06,7,0.03,0.07,0,1
8884,2,1,0,0,157,0,0.11,0.06,17,0.07,0.07,0,1
13725,12,9,35,0,1,0,1,0,28,0.12,0.03,0,0
37587,20,9,383,0,2,0,1,0,28,0.09,0.06,0.02,0
30222,14,9,8,0,1,0,1,0,9,1,0,0,1
16543,49,5,0,0,101,1,0.11,0.06,20,0.08,0.06,1,1
48178,24,9,216,121,1,0,1,0,255,1,0,0,0
43538,55,1,0,0,234,0,0.07,0.07,17,0.07,0.08,0,1
19276,24,9,211,304,15,0,1,0,255,1,0,0,0
3567,12,9,44,80,75,0,1,0,247,0.97,0.01,0,0
22327,14,9,8,0,1,0,1,0,119,1,0,0,1
23215,49,5,0,0,188,1,0.11,0.05,16,0.06,0.05,1,1
9588,24,9,200,292,5,0,1,0,255,1,0,0,0
21796,18,5,0,0,21,1,0.24,0.19,28,0.24,0.04,0.98,1
13474,24,9,306,3862,6,0,1,0,255,1,0,0,0
35920,24,9,197,7203,17,0.06,1,0,255,1,0,0.01,0
20679,24,9,312,6775,1,0,1,0,255,1,0,0,0
10790,49,5,0,0,244,1,0.06,0.07,1,0,0.07,1,1
25026,24,9,289,654,7,0,1,0,255,1,0,0,0
39326,49,1,0,0,1,0,1,0,2,0.02,1,0,1
42287,49,5,0,0,113,1,0.01,0.07,8,0.03,0.07,1,1
15374,49,1,0,0,109,0,0.08,0.06,29,0.11,0.05,0,1
39606,12,9,46,44,122,0,1,0,166,0.65,0.01,0,0
31473,19,9,1418,4152,1,0,1,0,15,0.19,0.05,0,0
46522,20,9,2194619,0,2,0,1,0,86,0.18,0.02,0,0
9105,10,5,0,0,127,1,0.15,0.06,13,0.05,0.07,1,1
26841,49,1,0,0,108,0,0.05,0.07,5,0.06,0.1,0,1
