,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
17767,24,9,244,1307,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17768,24,9,249,1059,42,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17769,68,5,0,0,237,1.0,0.01,0.07,2,0.01,0.07,1.0,1
17770,49,5,0,0,184,1.0,0.02,0.07,18,0.07,0.06,1.0,1
17771,49,5,0,0,134,1.0,0.13,0.05,17,0.07,0.07,1.0,1
17772,24,9,208,999,22,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17773,58,5,0,0,193,1.0,0.1,0.06,19,0.07,0.07,1.0,1
17774,12,9,43,126,190,0.0,1.0,0.0,251,0.98,0.01,0.0,0
17775,24,9,304,312,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17776,54,9,1289,391,1,0.0,1.0,0.0,83,0.33,0.05,0.32,0
17777,49,5,0,0,262,1.0,0.0,0.06,32,0.13,0.06,1.0,1
17778,11,5,0,0,291,1.0,0.03,0.05,8,0.03,0.08,1.0,1
17779,0,9,86,128,1,0.0,1.0,0.0,2,0.67,0.67,0.33,0
17780,32,1,0,0,149,0.0,0.13,0.06,19,0.07,0.07,0.0,1
17781,49,5,0,0,75,1.0,0.03,0.07,2,0.01,0.07,1.0,1
17782,24,9,286,1432,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17783,19,5,0,0,244,1.0,0.03,0.07,5,0.02,0.07,1.0,1
17784,24,9,294,7590,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17785,54,9,881,336,1,0.0,1.0,0.0,179,0.93,0.07,0.0,0
17786,24,5,0,0,39,1.0,0.31,0.1,52,0.26,0.02,0.99,1
17787,66,2,0,0,108,0.0,0.07,0.07,8,0.03,0.06,0.0,1
17788,24,9,288,1680,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17789,20,9,373,0,1,0.0,1.0,0.0,69,0.88,0.25,0.0,0
17790,49,5,0,0,124,1.0,0.1,0.06,9,0.1,0.12,1.0,1
17791,14,9,18,0,1,0.0,1.0,0.0,46,1.0,0.0,0.0,1
17792,49,5,0,0,103,1.0,0.1,0.06,11,0.04,0.06,1.0,1
17793,24,9,54540,8314,2,0.0,1.0,0.0,255,1.0,0.0,0.01,1
17794,20,5,0,0,21,1.0,0.24,0.19,52,0.2,0.04,1.0,1
17795,49,9,28,0,64,0.0,0.98,0.03,63,0.25,0.02,0.0,1
17796,60,9,80,929,1,0.0,1.0,0.0,16,0.16,0.05,0.0,0
17797,49,1,0,0,313,0.0,0.0,0.52,1,0.0,0.52,0.0,1
17798,12,9,45,86,224,0.0,1.0,0.01,254,1.0,0.01,0.0,0
17799,49,5,0,0,101,1.0,0.15,0.08,15,0.06,0.07,1.0,1
17800,44,4,1,0,2,0.0,1.0,0.0,2,0.01,0.72,0.0,1
17801,54,9,4209,328,1,0.0,1.0,0.0,194,0.77,0.03,0.0,0
17802,12,9,40,40,235,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17803,49,5,0,0,288,1.0,0.06,0.06,18,0.07,0.05,1.0,1
17804,64,9,36,0,1,0.0,1.0,0.0,4,0.06,0.07,0.0,0
17805,54,9,1463,334,1,0.0,1.0,0.0,120,0.41,0.04,0.0,0
17806,49,5,0,0,246,1.0,0.01,0.06,3,0.01,0.09,1.0,1
17807,20,9,641,0,2,0.0,1.0,0.0,5,0.42,0.25,0.0,0
17808,24,9,243,1813,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17809,24,5,0,0,50,1.0,0.34,0.08,59,0.23,0.02,1.0,1
17810,14,9,8,0,1,0.0,1.0,0.0,34,1.0,0.0,0.0,1
17811,44,9,147,105,1,0.0,1.0,0.0,1,0.0,0.89,0.0,0
17812,20,9,35,0,1,0.0,1.0,0.0,16,0.06,0.06,0.62,0
17813,12,9,44,75,133,0.0,0.99,0.02,244,0.96,0.01,0.0,0
17814,49,1,0,0,132,0.0,0.14,0.07,18,0.11,0.07,0.0,1
17815,14,9,8,0,1,0.0,1.0,0.0,113,1.0,0.0,0.0,1
17816,54,9,11324,1551,1,0.0,1.0,0.0,50,0.2,0.06,0.65,0
17817,32,5,0,0,109,1.0,0.1,0.06,11,0.04,0.06,1.0,1
17818,15,9,1032,0,511,0.0,1.0,0.0,68,0.27,0.02,0.02,1
17819,24,1,0,0,237,0.0,0.07,0.07,16,0.06,0.07,0.0,1
17820,9,5,0,0,238,1.0,0.1,0.05,23,0.09,0.05,1.0,1
17821,24,9,307,237,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17822,56,5,0,0,221,1.0,0.02,0.07,4,0.02,0.08,1.0,1
17823,12,9,36,92,2,0.0,1.0,0.0,4,0.67,0.33,0.0,0
17824,24,9,295,2000,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17825,21,5,0,0,236,1.0,0.01,0.07,3,0.01,0.07,1.0,1
17826,24,9,279,2122,1,0.0,1.0,0.0,14,1.0,0.0,0.0,0
17827,10,5,0,0,117,1.0,0.08,0.06,3,0.01,0.06,1.0,1
17828,49,9,28,0,2,0.0,1.0,0.0,102,0.4,0.6,0.09,1
17829,24,9,227,23473,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17830,24,9,252,1461,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17831,24,9,231,2698,4,0.0,1.0,0.0,250,0.98,0.01,0.0,0
17832,49,5,0,0,148,1.0,0.14,0.05,3,0.01,0.07,1.0,1
17833,12,9,46,144,146,0.0,0.99,0.01,254,1.0,0.01,0.0,0
17834,44,9,10272,0,9,0.11,0.11,0.78,1,0.01,0.07,0.01,0
17835,66,2,0,0,85,0.0,0.16,0.07,14,0.05,0.06,0.0,1
17836,18,5,0,0,49,1.0,0.27,0.08,44,0.17,0.04,1.0,1
17837,7,5,0,0,289,1.0,0.07,0.06,1,0.0,0.07,1.0,1
17838,20,1,0,0,457,0.07,0.01,0.99,2,0.01,1.0,0.08,1
17839,67,5,0,0,154,1.0,0.08,0.07,7,0.03,0.08,1.0,1
17840,49,5,0,0,106,1.0,0.06,0.07,26,0.1,0.06,1.0,1
17841,4,1,0,0,134,0.0,0.1,0.07,14,0.05,0.07,0.0,1
17842,14,9,8,0,1,0.0,1.0,0.0,67,1.0,0.0,0.0,1
17843,24,9,216,2147,19,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17844,20,5,0,0,290,1.0,0.07,0.05,21,0.08,0.05,1.0,1
17845,20,9,26,0,1,0.0,1.0,0.0,8,0.42,0.25,0.0,0
17846,54,9,1273,333,1,0.0,1.0,0.0,124,0.76,0.05,0.0,0
17847,59,5,0,0,295,1.0,0.01,0.06,2,0.01,0.09,1.0,1
17848,20,9,2194619,0,2,0.0,1.0,0.0,154,0.74,0.04,0.01,0
17849,26,5,0,0,119,1.0,0.03,0.07,3,0.01,0.07,1.0,1
17850,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17851,24,9,215,2637,10,0.0,1.0,0.0,69,1.0,0.0,0.0,0
17852,12,9,43,130,74,0.0,1.0,0.0,254,1.0,0.01,0.0,0
17853,54,9,3360,327,1,0.0,1.0,0.0,47,1.0,0.0,0.0,0
17854,54,9,12418,1431,1,0.0,1.0,0.0,170,0.68,0.02,0.0,0
17855,7,5,0,0,40,1.0,0.3,0.12,13,0.05,0.07,1.0,1
17856,24,9,306,376,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17857,49,5,0,0,46,1.0,0.07,0.13,16,0.06,0.08,1.0,1
17858,15,9,64,0,4,0.0,1.0,0.0,2,0.01,0.02,0.0,0
17859,2,5,0,0,203,1.0,0.01,0.06,3,0.01,0.07,1.0,1
17860,24,9,296,2325,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17861,24,9,199,461,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17862,24,9,195,7296,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17863,12,9,29,29,9,0.0,1.0,0.0,245,0.96,0.01,0.0,0
17864,24,9,260,4671,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17865,49,1,0,0,1,0.0,1.0,0.0,1,0.01,1.0,0.0,1
17866,66,5,0,0,14,1.0,0.14,0.14,8,0.03,0.07,1.0,1
17867,24,9,244,12721,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17868,24,9,208,1053,19,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17869,12,9,45,45,130,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17870,44,9,145,105,2,0.0,1.0,0.0,2,0.01,0.4,0.0,0
17871,28,6,1492,649186,1,1.0,1.0,0.0,11,1.0,0.0,0.55,1
17872,20,9,3834,0,1,0.0,1.0,0.0,68,0.27,0.04,0.21,0
17873,66,5,0,0,119,1.0,0.08,0.06,10,0.04,0.05,1.0,1
17874,12,9,45,128,74,0.0,1.0,0.0,254,1.0,0.01,0.0,0
17875,49,1,0,0,150,0.01,0.01,1.0,1,0.0,0.62,0.0,1
17876,60,5,0,0,211,1.0,0.11,0.05,24,0.09,0.06,1.0,1
17877,12,9,46,133,57,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17878,20,5,0,0,142,1.0,0.04,0.06,6,0.02,0.06,1.0,1
17879,55,5,0,0,23,1.0,0.43,0.17,10,0.04,0.08,1.0,1
17880,49,5,0,0,139,0.99,0.13,0.06,18,0.07,0.05,1.0,1
17881,44,9,516,4,327,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17882,49,5,0,0,131,1.0,0.12,0.05,15,0.06,0.06,1.0,1
17883,63,5,0,0,241,1.0,0.0,0.06,1,0.0,0.07,1.0,1
17884,69,1,0,0,1,0.0,1.0,0.0,2,0.04,1.0,0.0,1
17885,54,5,0,0,2,0.5,1.0,0.0,9,0.04,0.64,0.0,0
17886,24,9,200,267,5,0.0,1.0,0.0,255,1.0,0.0,0.02,0
17887,12,9,42,42,152,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17888,6,5,0,0,126,1.0,0.14,0.06,18,0.07,0.06,1.0,1
17889,54,7,11772,1434,1,1.0,1.0,0.0,192,0.97,0.02,0.03,0
17890,24,9,217,1511,3,0.33,1.0,0.0,255,1.0,0.0,0.0,0
17891,49,5,0,0,110,1.0,0.09,0.06,30,0.12,0.06,1.0,1
17892,24,9,482,9079,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17893,49,5,0,0,123,1.0,0.09,0.06,1,0.0,0.07,1.0,1
17894,24,5,0,0,2,0.5,1.0,0.0,59,1.0,0.0,0.02,0
17895,24,9,215,370,68,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17896,49,5,0,0,224,1.0,0.04,0.07,10,0.04,0.1,1.0,1
17897,54,9,1378,328,3,0.0,0.33,1.0,99,0.39,0.03,0.0,0
17898,24,9,215,1223,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17899,24,5,0,0,278,1.0,0.03,0.06,8,0.03,0.07,1.0,1
17900,44,9,147,105,1,0.0,1.0,0.0,1,0.0,0.61,0.0,0
17901,24,9,308,10706,9,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17902,49,5,0,0,120,1.0,0.03,0.07,4,0.02,0.05,1.0,1
17903,12,9,44,44,226,0.0,1.0,0.0,254,1.0,0.01,0.0,0
17904,49,9,28,0,96,0.0,1.0,0.0,63,0.25,0.01,0.0,1
17905,24,9,315,1177,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17906,20,5,0,0,30,1.0,0.2,0.13,66,0.26,0.02,1.0,1
17907,24,9,321,3683,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17908,54,9,1190,362,1,0.0,1.0,0.0,125,0.48,0.03,0.0,0
17909,49,9,28,0,93,0.0,1.0,0.0,93,0.36,0.02,0.0,1
17910,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.25,0.0,1
17911,24,9,193,19400,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17912,20,9,192,0,2,0.0,1.0,0.0,53,0.22,0.02,0.0,0
17913,58,5,0,0,150,1.0,0.04,0.07,6,0.02,0.06,1.0,1
17914,67,1,0,0,108,0.0,0.04,0.07,4,0.02,0.07,0.0,1
17915,5,5,0,0,113,1.0,0.04,0.06,5,0.02,0.05,1.0,1
17916,37,5,0,0,241,1.0,0.08,0.05,19,0.07,0.06,1.0,1
17917,59,5,0,0,294,1.0,0.0,0.06,1,0.0,0.09,1.0,1
17918,24,9,227,1300,21,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17919,24,9,335,45893,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17920,24,9,262,1069,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17921,24,9,281,10352,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17922,49,5,0,0,277,1.0,0.03,0.06,8,0.03,0.06,1.0,1
17923,49,5,0,0,178,1.0,0.01,0.06,10,0.04,0.07,1.0,1
17924,44,9,147,0,2,0.0,0.5,1.0,2,0.01,0.64,0.0,0
17925,12,9,42,42,169,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17926,24,9,272,4201,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17927,60,9,3555,198172,1,0.0,1.0,0.0,3,0.22,0.33,0.0,0
17928,12,9,45,134,64,0.0,1.0,0.0,215,0.84,0.01,0.0,0
17929,34,5,0,0,135,1.0,0.15,0.06,20,0.08,0.07,1.0,1
17930,24,9,344,2503,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17931,24,9,212,4556,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17932,24,9,289,16639,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17933,49,5,0,0,292,1.0,0.04,0.05,3,0.01,0.06,1.0,1
17934,23,5,0,0,283,1.0,0.07,0.05,20,0.08,0.05,1.0,1
17935,12,9,45,79,204,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17936,20,5,0,0,63,1.0,0.24,0.06,43,0.17,0.05,1.0,1
17937,24,9,232,1095,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17938,0,2,1435,3074,1,0.0,1.0,0.0,13,0.12,0.02,0.0,0
17939,24,9,218,3118,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17940,49,9,1,1,9,0.0,0.67,0.22,6,0.02,0.97,0.18,1
17941,24,9,196,251,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17942,13,2,0,0,198,0.0,0.01,0.06,2,0.01,0.06,0.0,1
17943,19,9,1266,2453,1,0.0,1.0,0.0,31,0.12,0.02,0.1,1
17944,49,5,0,0,274,1.0,0.07,0.07,19,0.07,0.06,1.0,1
17945,24,9,215,1379,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17946,44,9,115,34,2,0.0,0.5,1.0,5,0.03,0.02,0.0,0
17947,12,9,44,115,1,0.0,1.0,0.0,248,0.97,0.01,0.0,0
17948,49,5,0,0,265,1.0,0.05,0.05,12,0.1,0.08,0.98,1
17949,44,9,147,105,1,0.0,1.0,0.0,1,0.0,0.77,0.0,0
17950,49,5,0,0,468,0.06,0.0,1.0,1,0.0,1.0,0.1,1
17951,24,5,0,0,1,1.0,1.0,0.0,120,1.0,0.0,1.0,0
17952,24,9,203,12128,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17953,15,9,1032,0,511,0.0,1.0,0.0,7,0.05,0.02,0.0,1
17954,24,9,214,4115,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17955,24,9,163,634,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17956,65,9,182,0,2,0.0,0.5,1.0,15,0.06,0.01,0.0,0
17957,24,9,239,873,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17958,4,5,0,0,251,1.0,0.08,0.06,3,0.01,0.07,1.0,1
17959,49,1,0,0,35,0.0,0.34,0.09,9,0.04,0.07,0.0,1
17960,24,9,303,1848,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17961,20,9,567,0,3,0.0,0.33,0.67,1,1.0,0.0,0.0,0
17962,49,5,0,0,189,1.0,0.1,0.06,1,0.0,0.07,1.0,1
17963,18,9,7,137,1,0.0,1.0,0.0,5,0.05,0.17,0.01,0
17964,24,9,302,1075,6,0.0,1.0,0.0,178,0.95,0.01,0.01,0
17965,24,9,201,511,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17966,49,5,0,0,65,1.0,0.14,0.08,9,0.04,0.06,1.0,1
17967,7,5,0,0,231,1.0,0.01,0.07,2,0.01,0.08,1.0,1
17968,49,5,0,0,113,1.0,0.04,0.07,2,0.01,0.07,1.0,1
17969,4,5,0,0,239,1.0,0.1,0.05,23,0.09,0.05,1.0,1
17970,37,5,0,0,146,1.0,0.12,0.06,1,0.0,0.07,1.0,1
17971,12,9,42,68,177,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17972,15,9,64,0,151,0.99,0.01,0.06,1,0.0,0.09,0.66,0
17973,49,1,0,0,68,0.0,0.09,0.07,6,0.02,0.06,0.0,1
17974,33,5,0,0,301,1.0,0.07,0.06,20,0.08,0.07,1.0,1
17975,20,9,10044,0,13,0.0,1.0,0.0,87,0.35,0.02,0.0,0
17976,49,5,0,0,211,1.0,0.02,0.06,10,0.04,0.07,1.0,1
17977,54,9,2524,332,1,0.0,1.0,0.0,121,0.5,0.05,0.0,0
17978,30,5,0,0,132,1.0,0.12,0.06,4,0.02,0.07,1.0,1
17979,49,9,28,0,99,0.0,1.0,0.0,99,0.58,0.02,0.0,1
17980,54,9,2194,337,1,0.0,1.0,0.0,157,0.88,0.05,0.0,0
17981,24,9,225,12922,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17982,24,9,282,51974,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17983,8,1,0,0,141,0.0,0.12,0.06,17,0.07,0.07,0.0,1
17984,24,9,322,272,4,0.0,1.0,0.0,227,0.89,0.01,0.0,0
17985,24,9,286,332,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17986,44,1,0,0,508,0.08,0.0,0.95,1,0.0,0.91,0.08,1
17987,49,5,0,0,159,1.0,0.04,0.06,17,0.07,0.07,1.0,1
17988,49,9,28,0,165,0.61,0.39,0.04,65,0.25,0.75,0.09,1
17989,24,9,308,2919,2,0.0,1.0,0.0,244,0.96,0.01,0.0,0
17990,24,9,316,3605,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17991,24,9,242,2616,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17992,24,9,290,8836,6,0.0,1.0,0.0,254,1.0,0.0,0.0,0
17993,24,9,226,702,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17994,47,5,0,0,229,1.0,0.06,0.06,8,0.03,0.07,1.0,1
17995,24,9,220,12250,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17996,49,9,215,0,1,0.0,1.0,0.0,157,0.83,0.01,0.0,1
17997,24,9,232,51836,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17998,24,9,181,12835,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
17999,12,9,46,143,64,0.0,1.0,0.0,236,0.93,0.02,0.0,0
18000,49,5,0,0,229,1.0,0.11,0.05,25,0.1,0.05,1.0,1
18001,29,5,0,0,267,1.0,0.07,0.06,18,0.07,0.08,1.0,1
18002,24,9,309,742,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18003,12,9,42,42,11,0.0,1.0,0.0,239,0.94,0.01,0.0,0
18004,24,9,352,1695,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18005,49,9,28,0,42,0.0,1.0,0.0,9,0.04,0.01,0.0,1
18006,12,9,45,135,79,0.0,1.0,0.0,254,1.0,0.01,0.0,0
18007,24,9,238,866,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18008,44,9,146,105,2,0.0,1.0,0.0,2,0.01,0.6,0.0,0
18009,24,9,192,464,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18010,56,5,0,0,237,1.0,0.06,0.06,15,0.06,0.07,1.0,1
18011,24,9,274,18930,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18012,54,9,750,344,1,0.0,1.0,0.0,185,0.66,0.03,0.0,0
18013,49,5,0,0,282,1.0,0.06,0.06,15,0.06,0.08,1.0,1
18014,24,9,316,11609,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18015,29,5,0,0,126,1.0,0.09,0.06,11,0.04,0.07,1.0,1
18016,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18017,12,9,44,130,80,0.0,0.99,0.03,242,0.95,0.01,0.0,0
18018,24,9,306,1075,7,0.0,1.0,0.0,251,0.98,0.01,0.0,0
18019,49,9,100,0,1,0.0,1.0,0.0,1,0.03,0.06,0.0,1
18020,49,5,0,0,136,1.0,0.1,0.05,13,0.05,0.04,1.0,1
18021,49,1,0,0,111,0.0,0.01,0.07,21,0.08,0.07,0.0,1
18022,24,9,199,1582,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18023,24,9,214,1737,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18024,24,9,225,15105,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18025,10,2,0,0,270,0.0,0.07,0.06,19,0.07,0.07,0.0,1
18026,23,5,0,0,292,1.0,0.0,0.06,1,0.0,0.07,1.0,1
18027,49,5,0,0,191,1.0,0.07,0.07,13,0.05,0.09,1.0,1
18028,49,5,0,0,172,1.0,0.03,0.07,18,0.07,0.09,1.0,1
18029,24,9,308,2688,19,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18030,66,5,0,0,116,1.0,0.04,0.06,5,0.02,0.06,1.0,1
18031,20,9,59,0,3,0.0,1.0,0.0,149,0.58,0.03,0.0,0
18032,24,9,206,576,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18033,12,9,44,44,146,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18034,63,5,0,0,206,1.0,0.1,0.05,21,0.08,0.05,1.0,1
18035,21,5,0,0,32,1.0,0.16,0.12,5,0.02,0.08,1.0,1
18036,37,5,0,0,233,1.0,0.03,0.06,8,0.03,0.07,1.0,1
18037,24,1,0,0,1,0.0,1.0,0.0,19,1.0,0.0,0.0,0
18038,44,9,146,105,5,0.0,0.4,0.6,2,0.01,0.87,0.0,0
18039,49,5,0,0,102,1.0,0.02,0.06,17,0.07,0.06,1.0,1
18040,15,9,1480,0,2,0.0,1.0,0.0,14,1.0,0.0,0.0,1
18041,2,1,0,0,104,0.0,0.04,0.07,4,0.02,0.07,0.0,1
18042,12,9,44,126,122,0.0,0.99,0.02,254,1.0,0.01,0.0,0
18043,24,9,339,5775,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18044,24,9,240,1002,16,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18045,14,9,8,0,1,0.0,1.0,0.0,20,1.0,0.0,0.0,1
18046,49,1,0,0,104,0.01,0.01,1.0,1,0.0,0.42,0.0,1
18047,24,9,54540,8314,6,0.0,1.0,0.0,255,1.0,0.0,0.0,1
18048,49,5,0,0,132,1.0,0.12,0.05,29,0.11,0.05,1.0,1
18049,24,9,226,1151,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18050,31,1,0,0,147,0.0,0.14,0.06,20,0.08,0.06,0.0,1
18051,33,5,0,0,298,1.0,0.07,0.06,20,0.08,0.07,1.0,1
18052,20,5,0,0,233,1.0,0.01,0.07,3,0.01,0.07,1.0,1
18053,15,9,1032,0,132,0.0,1.0,0.0,132,0.52,0.01,0.0,1
18054,24,9,205,310,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18055,24,9,260,11113,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18056,54,9,2142,331,1,0.0,1.0,0.0,164,0.44,0.03,0.0,0
18057,24,9,281,2408,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18058,24,9,229,2196,8,0.0,1.0,0.0,255,1.0,0.0,0.01,0
18059,24,9,235,805,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18060,20,9,3468,0,24,0.0,1.0,0.0,83,0.35,0.03,0.0,0
18061,49,5,0,0,206,1.0,0.01,0.06,17,0.07,0.07,1.0,1
18062,49,5,0,0,121,1.0,0.14,0.05,15,0.06,0.05,1.0,1
18063,24,9,286,301,33,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18064,12,9,103,0,2,0.0,1.0,0.0,10,1.0,0.0,0.0,0
18065,24,9,194,1366,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18066,12,9,44,132,194,0.0,1.0,0.0,80,0.67,0.03,0.0,0
18067,21,3,0,0,84,0.77,0.04,0.37,3,0.01,0.12,0.25,1
18068,24,9,304,1000,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18069,24,9,317,7523,31,0.03,1.0,0.0,255,1.0,0.0,0.01,0
18070,49,4,0,0,1,0.0,1.0,0.0,1,0.0,0.43,0.0,1
18071,24,9,206,12884,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18072,54,9,2381,326,1,0.0,1.0,0.0,167,0.65,0.03,0.0,0
18073,44,9,146,105,4,0.0,0.5,0.5,2,0.01,0.7,0.0,0
18074,24,9,257,1942,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18075,49,9,105,147,2,0.0,1.0,0.0,20,0.34,0.05,0.0,0
18076,49,5,0,0,276,1.0,0.04,0.05,11,0.04,0.05,1.0,1
18077,24,9,193,2700,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18078,54,9,618,492,1,0.0,1.0,0.0,3,0.01,0.01,0.0,0
18079,54,9,854,452,1,0.0,1.0,0.0,168,0.41,0.04,0.0,0
18080,60,2,126,179,2,0.0,1.0,0.0,19,1.0,0.0,0.05,1
18081,24,9,54540,8314,3,0.0,1.0,0.0,183,1.0,0.0,0.0,1
18082,24,9,238,3227,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18083,20,5,0,0,57,1.0,0.25,0.07,54,0.21,0.03,1.0,1
18084,12,9,42,0,1,0.0,1.0,0.0,225,0.99,0.01,0.0,0
18085,54,9,1226,390,1,0.0,1.0,0.0,106,0.42,0.02,0.26,0
18086,49,9,105,146,4,0.0,0.25,0.5,247,0.97,0.01,0.0,0
18087,24,9,313,25519,1,0.0,1.0,0.0,255,1.0,0.0,0.01,0
18088,24,9,282,1227,4,0.0,1.0,0.0,166,1.0,0.0,0.0,0
18089,24,9,210,1117,5,0.0,1.0,0.0,228,1.0,0.0,0.0,0
18090,20,5,0,0,3,1.0,0.33,0.67,55,0.22,0.02,1.0,1
18091,12,9,46,125,105,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18092,15,9,1032,0,511,0.0,1.0,0.0,244,0.96,0.01,0.0,1
18093,54,9,805,337,1,0.0,1.0,0.0,117,0.59,0.03,0.0,0
18094,17,5,0,0,132,1.0,0.14,0.06,19,0.07,0.07,1.0,1
18095,49,5,0,0,99,1.0,0.11,0.06,3,0.01,0.07,1.0,1
18096,33,5,0,0,257,1.0,0.03,0.06,13,0.05,0.08,1.0,1
18097,60,9,565,111864,1,0.0,1.0,0.0,3,0.38,0.25,0.0,0
18098,49,9,28,0,89,0.0,1.0,0.0,89,0.55,0.02,0.0,1
18099,24,9,254,11211,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18100,24,9,271,494,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
18101,15,9,520,0,323,0.0,1.0,0.0,255,1.0,0.0,0.0,1
18102,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
