,class_flooding,class_impersonation,class_injection,class_normal
355729,1,0,0,0
355730,1,0,0,0
355738,1,0,0,0
355740,1,0,0,0
355741,1,0,0,0
355742,1,0,0,0
355745,1,0,0,0
355746,1,0,0,0
355747,1,0,0,0
355749,1,0,0,0
355751,1,0,0,0
355752,1,0,0,0
355753,1,0,0,0
355755,1,0,0,0
355762,1,0,0,0
355768,1,0,0,0
355770,1,0,0,0
355775,1,0,0,0
355776,1,0,0,0
355777,1,0,0,0
355778,1,0,0,0
355791,1,0,0,0
355796,1,0,0,0
355802,1,0,0,0
355811,1,0,0,0
355813,1,0,0,0
355814,1,0,0,0
355815,1,0,0,0
355816,1,0,0,0
355822,1,0,0,0
355824,1,0,0,0
355825,1,0,0,0
355827,1,0,0,0
355828,1,0,0,0
355830,1,0,0,0
355832,1,0,0,0
355834,1,0,0,0
355836,1,0,0,0
355837,1,0,0,0
355838,1,0,0,0
355839,1,0,0,0
355840,1,0,0,0
355855,1,0,0,0
355856,1,0,0,0
355858,1,0,0,0
355859,1,0,0,0
355860,1,0,0,0
355862,1,0,0,0
355864,1,0,0,0
355865,1,0,0,0
355866,1,0,0,0
355868,1,0,0,0
355876,1,0,0,0
355881,1,0,0,0
355884,1,0,0,0
355886,1,0,0,0
355887,1,0,0,0
355898,1,0,0,0
355899,1,0,0,0
355904,1,0,0,0
355905,1,0,0,0
355906,1,0,0,0
355910,1,0,0,0
355912,1,0,0,0
355913,1,0,0,0
355914,1,0,0,0
355917,1,0,0,0
355919,1,0,0,0
355920,1,0,0,0
355921,1,0,0,0
355927,1,0,0,0
355930,1,0,0,0
355939,1,0,0,0
355940,1,0,0,0
355959,1,0,0,0
355961,1,0,0,0
355963,1,0,0,0
355964,1,0,0,0
355965,1,0,0,0
355974,1,0,0,0
355976,1,0,0,0
355979,1,0,0,0
355985,1,0,0,0
355986,1,0,0,0
355988,1,0,0,0
355990,1,0,0,0
355994,1,0,0,0
355995,1,0,0,0
356002,1,0,0,0
356005,1,0,0,0
356008,1,0,0,0
356013,1,0,0,0
356014,1,0,0,0
356015,1,0,0,0
356016,1,0,0,0
356020,1,0,0,0
356022,1,0,0,0
356023,1,0,0,0
356027,1,0,0,0
356029,1,0,0,0
356031,1,0,0,0
356032,1,0,0,0
356035,1,0,0,0
356036,1,0,0,0
356043,1,0,0,0
356044,1,0,0,0
356048,1,0,0,0
356050,1,0,0,0
356056,1,0,0,0
356058,1,0,0,0
356064,1,0,0,0
356073,1,0,0,0
356074,1,0,0,0
356075,1,0,0,0
356076,1,0,0,0
356081,1,0,0,0
356082,1,0,0,0
356085,1,0,0,0
356086,1,0,0,0
356091,1,0,0,0
356097,1,0,0,0
356099,1,0,0,0
356103,1,0,0,0
356111,1,0,0,0
356112,1,0,0,0
356113,1,0,0,0
356115,1,0,0,0
356119,1,0,0,0
356123,1,0,0,0
356124,1,0,0,0
356125,1,0,0,0
356127,1,0,0,0
356128,1,0,0,0
356138,1,0,0,0
356139,1,0,0,0
356141,1,0,0,0
356143,1,0,0,0
356144,1,0,0,0
356154,1,0,0,0
356156,1,0,0,0
356159,1,0,0,0
356160,1,0,0,0
356161,1,0,0,0
356164,1,0,0,0
356165,1,0,0,0
356174,1,0,0,0
356176,1,0,0,0
356182,1,0,0,0
356191,1,0,0,0
356194,1,0,0,0
356202,1,0,0,0
356211,1,0,0,0
356230,1,0,0,0
356239,1,0,0,0
356247,1,0,0,0
356253,1,0,0,0
356259,1,0,0,0
356269,1,0,0,0
356271,1,0,0,0
356285,1,0,0,0
356286,1,0,0,0
356287,1,0,0,0
356288,1,0,0,0
356289,1,0,0,0
356300,1,0,0,0
356311,1,0,0,0
356315,1,0,0,0
356316,1,0,0,0
356317,1,0,0,0
356328,1,0,0,0
356335,1,0,0,0
356336,1,0,0,0
356337,1,0,0,0
356345,1,0,0,0
356346,1,0,0,0
356347,1,0,0,0
356351,1,0,0,0
356353,1,0,0,0
356354,1,0,0,0
356362,1,0,0,0
356365,1,0,0,0
380204,1,0,0,0
380207,1,0,0,0
380216,1,0,0,0
380274,1,0,0,0
380279,1,0,0,0
380297,1,0,0,0
380322,1,0,0,0
380359,1,0,0,0
380372,1,0,0,0
380400,1,0,0,0
380428,1,0,0,0
380463,1,0,0,0
380619,1,0,0,0
380736,1,0,0,0
380769,1,0,0,0
380839,1,0,0,0
380861,1,0,0,0
380929,1,0,0,0
380979,1,0,0,0
381027,1,0,0,0
381101,1,0,0,0
381138,1,0,0,0
381160,1,0,0,0
381185,1,0,0,0
381208,1,0,0,0
381263,1,0,0,0
381284,1,0,0,0
381309,1,0,0,0
381330,1,0,0,0
381352,1,0,0,0
381381,1,0,0,0
381415,1,0,0,0
381446,1,0,0,0
381474,1,0,0,0
381502,1,0,0,0
381532,1,0,0,0
381589,1,0,0,0
381616,1,0,0,0
381658,1,0,0,0
381685,1,0,0,0
381725,1,0,0,0
381750,1,0,0,0
381821,1,0,0,0
381853,1,0,0,0
381882,1,0,0,0
381906,1,0,0,0
381930,1,0,0,0
381963,1,0,0,0
382000,1,0,0,0
382022,1,0,0,0
382090,1,0,0,0
382121,1,0,0,0
382203,1,0,0,0
382236,1,0,0,0
382273,1,0,0,0
382302,1,0,0,0
382332,1,0,0,0
382364,1,0,0,0
382397,1,0,0,0
382431,1,0,0,0
382464,1,0,0,0
382517,1,0,0,0
382548,1,0,0,0
382633,1,0,0,0
382684,1,0,0,0
382737,1,0,0,0
382800,1,0,0,0
382824,1,0,0,0
382876,1,0,0,0
382917,1,0,0,0
382952,1,0,0,0
383002,1,0,0,0
383029,1,0,0,0
383048,1,0,0,0
383079,1,0,0,0
383100,1,0,0,0
383149,1,0,0,0
383177,1,0,0,0
383226,1,0,0,0
383263,1,0,0,0
383288,1,0,0,0
383323,1,0,0,0
383352,1,0,0,0
383396,1,0,0,0
383425,1,0,0,0
383451,1,0,0,0
383479,1,0,0,0
383521,1,0,0,0
383560,1,0,0,0
383620,1,0,0,0
383637,1,0,0,0
383670,1,0,0,0
383734,1,0,0,0
383771,1,0,0,0
383797,1,0,0,0
383885,1,0,0,0
383962,1,0,0,0
384001,1,0,0,0
384039,1,0,0,0
384084,1,0,0,0
384131,1,0,0,0
384169,1,0,0,0
384207,1,0,0,0
384252,1,0,0,0
384333,1,0,0,0
384371,1,0,0,0
384406,1,0,0,0
384440,1,0,0,0
384481,1,0,0,0
384507,1,0,0,0
384557,1,0,0,0
384608,1,0,0,0
384724,1,0,0,0
384817,1,0,0,0
384879,1,0,0,0
385019,1,0,0,0
385133,1,0,0,0
385173,1,0,0,0
385218,1,0,0,0
385242,1,0,0,0
385266,1,0,0,0
385309,1,0,0,0
385378,1,0,0,0
385419,1,0,0,0
385509,1,0,0,0
385542,1,0,0,0
385575,1,0,0,0
385605,1,0,0,0
385640,1,0,0,0
385678,1,0,0,0
385740,1,0,0,0
385800,1,0,0,0
385854,1,0,0,0
385879,1,0,0,0
385926,1,0,0,0
385948,1,0,0,0
385982,1,0,0,0
386029,1,0,0,0
386120,1,0,0,0
386141,1,0,0,0
386182,1,0,0,0
386284,1,0,0,0
386315,1,0,0,0
386348,1,0,0,0
386381,1,0,0,0
386409,1,0,0,0
386435,1,0,0,0
386481,1,0,0,0
386512,1,0,0,0
386574,1,0,0,0
386605,1,0,0,0
386681,1,0,0,0
386721,1,0,0,0
386737,1,0,0,0
386764,1,0,0,0
386841,1,0,0,0
386888,1,0,0,0
386928,1,0,0,0
386959,1,0,0,0
387004,1,0,0,0
387037,1,0,0,0
387060,1,0,0,0
387106,1,0,0,0
387156,1,0,0,0
387196,1,0,0,0
387271,1,0,0,0
387395,1,0,0,0
387434,1,0,0,0
387461,1,0,0,0
387487,1,0,0,0
387521,1,0,0,0
387556,1,0,0,0
387610,1,0,0,0
387651,1,0,0,0
387690,1,0,0,0
387825,1,0,0,0
387901,1,0,0,0
388046,1,0,0,0
388149,1,0,0,0
388171,1,0,0,0
388232,1,0,0,0
388260,1,0,0,0
388283,1,0,0,0
388309,1,0,0,0
388336,1,0,0,0
388396,1,0,0,0
388428,1,0,0,0
388494,1,0,0,0
388531,1,0,0,0
388595,1,0,0,0
388715,1,0,0,0
388791,1,0,0,0
388823,1,0,0,0
388851,1,0,0,0
388885,1,0,0,0
388939,1,0,0,0
388968,1,0,0,0
389039,1,0,0,0
389068,1,0,0,0
389101,1,0,0,0
389140,1,0,0,0
389169,1,0,0,0
389241,1,0,0,0
389284,1,0,0,0
389339,1,0,0,0
389384,1,0,0,0
389433,1,0,0,0
389468,1,0,0,0
389573,1,0,0,0
389614,1,0,0,0
389649,1,0,0,0
389687,1,0,0,0
389709,1,0,0,0
389757,1,0,0,0
389785,1,0,0,0
389852,1,0,0,0
389880,1,0,0,0
389912,1,0,0,0
389998,1,0,0,0
390035,1,0,0,0
390075,1,0,0,0
390107,1,0,0,0
390131,1,0,0,0
390221,1,0,0,0
390243,1,0,0,0
390282,1,0,0,0
390309,1,0,0,0
390345,1,0,0,0
390376,1,0,0,0
390413,1,0,0,0
390539,1,0,0,0
390567,1,0,0,0
390607,1,0,0,0
390638,1,0,0,0
390675,1,0,0,0
390721,1,0,0,0
390785,1,0,0,0
390860,1,0,0,0
390902,1,0,0,0
390927,1,0,0,0
390965,1,0,0,0
390998,1,0,0,0
391042,1,0,0,0
391075,1,0,0,0
391110,1,0,0,0
391141,1,0,0,0
391200,1,0,0,0
391239,1,0,0,0
391273,1,0,0,0
391357,1,0,0,0
391386,1,0,0,0
391454,1,0,0,0
391480,1,0,0,0
391536,1,0,0,0
391582,1,0,0,0
391609,1,0,0,0
391643,1,0,0,0
391682,1,0,0,0
391755,1,0,0,0
391779,1,0,0,0
391819,1,0,0,0
391834,1,0,0,0
391858,1,0,0,0
391887,1,0,0,0
391909,1,0,0,0
391949,1,0,0,0
391983,1,0,0,0
392034,1,0,0,0
392069,1,0,0,0
392095,1,0,0,0
392121,1,0,0,0
392154,1,0,0,0
392199,1,0,0,0
392230,1,0,0,0
392287,1,0,0,0
392315,1,0,0,0
392341,1,0,0,0
392392,1,0,0,0
392417,1,0,0,0
392449,1,0,0,0
392476,1,0,0,0
392521,1,0,0,0
392542,1,0,0,0
392588,1,0,0,0
392645,1,0,0,0
392671,1,0,0,0
392708,1,0,0,0
392753,1,0,0,0
392835,1,0,0,0
392860,1,0,0,0
392876,1,0,0,0
392905,1,0,0,0
392927,1,0,0,0
392970,1,0,0,0
392993,1,0,0,0
393049,1,0,0,0
393077,1,0,0,0
393102,1,0,0,0
393117,1,0,0,0
393172,1,0,0,0
393258,1,0,0,0
393293,1,0,0,0
393319,1,0,0,0
393347,1,0,0,0
393374,1,0,0,0
393405,1,0,0,0
393434,1,0,0,0
393458,1,0,0,0
393487,1,0,0,0
393501,1,0,0,0
393538,1,0,0,0
393557,1,0,0,0
393582,1,0,0,0
393604,1,0,0,0
393629,1,0,0,0
393657,1,0,0,0
393684,1,0,0,0
393711,1,0,0,0
393731,1,0,0,0
393762,1,0,0,0
393788,1,0,0,0
393809,1,0,0,0
393839,1,0,0,0
393866,1,0,0,0
393901,1,0,0,0
393923,1,0,0,0
393995,1,0,0,0
394018,1,0,0,0
394037,1,0,0,0
394053,1,0,0,0
394085,1,0,0,0
394146,1,0,0,0
394171,1,0,0,0
394198,1,0,0,0
394234,1,0,0,0
394255,1,0,0,0
394287,1,0,0,0
394320,1,0,0,0
394366,1,0,0,0
394392,1,0,0,0
394420,1,0,0,0
394443,1,0,0,0
394500,1,0,0,0
394560,1,0,0,0
394589,1,0,0,0
394629,1,0,0,0
394664,1,0,0,0
394688,1,0,0,0
394743,1,0,0,0
394765,1,0,0,0
394790,1,0,0,0
394822,1,0,0,0
394845,1,0,0,0
394867,1,0,0,0
394913,1,0,0,0
394965,1,0,0,0
394993,1,0,0,0
395044,1,0,0,0
395076,1,0,0,0
395099,1,0,0,0
395166,1,0,0,0
395201,1,0,0,0
395224,1,0,0,0
395251,1,0,0,0
395284,1,0,0,0
395316,1,0,0,0
395342,1,0,0,0
395379,1,0,0,0
395395,1,0,0,0
395457,1,0,0,0
395483,1,0,0,0
395517,1,0,0,0
395576,1,0,0,0
395598,1,0,0,0
395617,1,0,0,0
395651,1,0,0,0
395681,1,0,0,0
395712,1,0,0,0
395742,1,0,0,0
395804,1,0,0,0
395841,1,0,0,0
395886,1,0,0,0
395914,1,0,0,0
395944,1,0,0,0
395961,1,0,0,0
396032,1,0,0,0
396158,1,0,0,0
396190,1,0,0,0
396234,1,0,0,0
396261,1,0,0,0
396356,1,0,0,0
396424,1,0,0,0
396456,1,0,0,0
396485,1,0,0,0
396555,1,0,0,0
396586,1,0,0,0
396609,1,0,0,0
396643,1,0,0,0
396663,1,0,0,0
396693,1,0,0,0
396716,1,0,0,0
396854,1,0,0,0
396961,1,0,0,0
396988,1,0,0,0
397011,1,0,0,0
397040,1,0,0,0
397071,1,0,0,0
397122,1,0,0,0
397147,1,0,0,0
397183,1,0,0,0
397243,1,0,0,0
397292,1,0,0,0
397322,1,0,0,0
397361,1,0,0,0
397385,1,0,0,0
397404,1,0,0,0
397416,1,0,0,0
397437,1,0,0,0
397475,1,0,0,0
397507,1,0,0,0
397562,1,0,0,0
397579,1,0,0,0
397605,1,0,0,0
397648,1,0,0,0
397700,1,0,0,0
397744,1,0,0,0
397794,1,0,0,0
397908,1,0,0,0
397947,1,0,0,0
397974,1,0,0,0
398064,1,0,0,0
398111,1,0,0,0
398147,1,0,0,0
398168,1,0,0,0
398210,1,0,0,0
398294,1,0,0,0
398320,1,0,0,0
398430,1,0,0,0
398485,1,0,0,0
398627,1,0,0,0
398705,1,0,0,0
398752,1,0,0,0
398792,1,0,0,0
398829,1,0,0,0
398858,1,0,0,0
398873,1,0,0,0
398899,1,0,0,0
398928,1,0,0,0
398968,1,0,0,0
399003,1,0,0,0
399115,1,0,0,0
399164,1,0,0,0
399195,1,0,0,0
399251,1,0,0,0
399275,1,0,0,0
399299,1,0,0,0
399320,1,0,0,0
399361,1,0,0,0
399418,1,0,0,0
399443,1,0,0,0
399480,1,0,0,0
399495,1,0,0,0
399533,1,0,0,0
399574,1,0,0,0
399614,1,0,0,0
399668,1,0,0,0
399720,1,0,0,0
399840,1,0,0,0
399895,1,0,0,0
399924,1,0,0,0
399969,1,0,0,0
400000,1,0,0,0
400027,1,0,0,0
400094,1,0,0,0
400177,1,0,0,0
400222,1,0,0,0
400249,1,0,0,0
400315,1,0,0,0
400384,1,0,0,0
400433,1,0,0,0
400474,1,0,0,0
400523,1,0,0,0
400587,1,0,0,0
400619,1,0,0,0
400689,1,0,0,0
400713,1,0,0,0
400746,1,0,0,0
400781,1,0,0,0
400864,1,0,0,0
400988,1,0,0,0
401011,1,0,0,0
401040,1,0,0,0
401108,1,0,0,0
401139,1,0,0,0
401179,1,0,0,0
401208,1,0,0,0
401222,1,0,0,0
401287,1,0,0,0
401360,1,0,0,0
401395,1,0,0,0
401416,1,0,0,0
401447,1,0,0,0
401498,1,0,0,0
401574,1,0,0,0
401598,1,0,0,0
401655,1,0,0,0
401704,1,0,0,0
401754,1,0,0,0
401796,1,0,0,0
401829,1,0,0,0
401852,1,0,0,0
401902,1,0,0,0
401919,1,0,0,0
401938,1,0,0,0
401975,1,0,0,0
402008,1,0,0,0
402043,1,0,0,0
402079,1,0,0,0
402111,1,0,0,0
402141,1,0,0,0
402237,1,0,0,0
402341,1,0,0,0
402385,1,0,0,0
402541,1,0,0,0
402644,1,0,0,0
402683,1,0,0,0
402759,1,0,0,0
402795,1,0,0,0
402819,1,0,0,0
402949,1,0,0,0
402982,1,0,0,0
403044,1,0,0,0
403114,1,0,0,0
403157,1,0,0,0
403189,1,0,0,0
403225,1,0,0,0
403264,1,0,0,0
403301,1,0,0,0
403336,1,0,0,0
403424,1,0,0,0
403491,1,0,0,0
403532,1,0,0,0
403612,1,0,0,0
403649,1,0,0,0
403712,1,0,0,0
403758,1,0,0,0
403789,1,0,0,0
403837,1,0,0,0
403921,1,0,0,0
403941,1,0,0,0
404044,1,0,0,0
404084,1,0,0,0
404173,1,0,0,0
404206,1,0,0,0
404234,1,0,0,0
404284,1,0,0,0
404350,1,0,0,0
404453,1,0,0,0
404530,1,0,0,0
404606,1,0,0,0
404643,1,0,0,0
404680,1,0,0,0
404778,1,0,0,0
404814,1,0,0,0
404881,1,0,0,0
404963,1,0,0,0
405007,1,0,0,0
405051,1,0,0,0
405090,1,0,0,0
405128,1,0,0,0
405170,1,0,0,0
405275,1,0,0,0
405317,1,0,0,0
405343,1,0,0,0
405432,1,0,0,0
405479,1,0,0,0
405564,1,0,0,0
405606,1,0,0,0
405647,1,0,0,0
405813,1,0,0,0
405837,1,0,0,0
405865,1,0,0,0
405903,1,0,0,0
405927,1,0,0,0
405971,1,0,0,0
406003,1,0,0,0
406036,1,0,0,0
406075,1,0,0,0
406116,1,0,0,0
406143,1,0,0,0
406194,1,0,0,0
406252,1,0,0,0
406287,1,0,0,0
406320,1,0,0,0
406359,1,0,0,0
406431,1,0,0,0
406586,1,0,0,0
406634,1,0,0,0
406663,1,0,0,0
406718,1,0,0,0
406750,1,0,0,0
406785,1,0,0,0
406807,1,0,0,0
406878,1,0,0,0
406969,1,0,0,0
407031,1,0,0,0
407120,1,0,0,0
407166,1,0,0,0
407192,1,0,0,0
407227,1,0,0,0
407294,1,0,0,0
407374,1,0,0,0
407413,1,0,0,0
407457,1,0,0,0
407502,1,0,0,0
407536,1,0,0,0
407576,1,0,0,0
407612,1,0,0,0
407760,1,0,0,0
407800,1,0,0,0
407905,1,0,0,0
407991,1,0,0,0
408095,1,0,0,0
408248,1,0,0,0
408292,1,0,0,0
408333,1,0,0,0
408353,1,0,0,0
408450,1,0,0,0
408560,1,0,0,0
408593,1,0,0,0
408611,1,0,0,0
408652,1,0,0,0
408706,1,0,0,0
408731,1,0,0,0
408773,1,0,0,0
408920,1,0,0,0
408967,1,0,0,0
408985,1,0,0,0
409022,1,0,0,0
409049,1,0,0,0
409105,1,0,0,0
409202,1,0,0,0
409229,1,0,0,0
409265,1,0,0,0
409301,1,0,0,0
409344,1,0,0,0
409378,1,0,0,0
409399,1,0,0,0
409463,1,0,0,0
409491,1,0,0,0
409539,1,0,0,0
409587,1,0,0,0
409622,1,0,0,0
409657,1,0,0,0
409720,1,0,0,0
409747,1,0,0,0
409881,1,0,0,0
409946,1,0,0,0
409983,1,0,0,0
410102,1,0,0,0
410130,1,0,0,0
410173,1,0,0,0
410205,1,0,0,0
410241,1,0,0,0
410353,1,0,0,0
410379,1,0,0,0
410442,1,0,0,0
410485,1,0,0,0
410526,1,0,0,0
410572,1,0,0,0
410637,1,0,0,0
410669,1,0,0,0
410825,1,0,0,0
410876,1,0,0,0
410905,1,0,0,0
410941,1,0,0,0
410967,1,0,0,0
411014,1,0,0,0
411062,1,0,0,0
411143,1,0,0,0
411174,1,0,0,0
411209,1,0,0,0
411250,1,0,0,0
411275,1,0,0,0
411321,1,0,0,0
411361,1,0,0,0
411432,1,0,0,0
411463,1,0,0,0
411507,1,0,0,0
411538,1,0,0,0
411585,1,0,0,0
411608,1,0,0,0
411632,1,0,0,0
411714,1,0,0,0
411747,1,0,0,0
411879,1,0,0,0
411912,1,0,0,0
412006,1,0,0,0
412048,1,0,0,0
412105,1,0,0,0
412141,1,0,0,0
412188,1,0,0,0
412223,1,0,0,0
412266,1,0,0,0
412344,1,0,0,0
412407,1,0,0,0
412445,1,0,0,0
412480,1,0,0,0
412526,1,0,0,0
412551,1,0,0,0
412618,1,0,0,0
412643,1,0,0,0
412680,1,0,0,0
412711,1,0,0,0
412778,1,0,0,0
412832,1,0,0,0
412886,1,0,0,0
412908,1,0,0,0
412943,1,0,0,0
413022,1,0,0,0
413164,1,0,0,0
413232,1,0,0,0
413256,1,0,0,0
413342,1,0,0,0
413386,1,0,0,0
413403,1,0,0,0
413434,1,0,0,0
413512,1,0,0,0
413560,1,0,0,0
413646,1,0,0,0
413693,1,0,0,0
413731,1,0,0,0
413785,1,0,0,0
413863,1,0,0,0
413889,1,0,0,0
413979,1,0,0,0
414020,1,0,0,0
414124,1,0,0,0
414157,1,0,0,0
414236,1,0,0,0
414272,1,0,0,0
414306,1,0,0,0
414334,1,0,0,0
414366,1,0,0,0
414438,1,0,0,0
414512,1,0,0,0
414550,1,0,0,0
414611,1,0,0,0
414645,1,0,0,0
414681,1,0,0,0
414722,1,0,0,0
414788,1,0,0,0
414816,1,0,0,0
414955,1,0,0,0
414982,1,0,0,0
415005,1,0,0,0
415013,1,0,0,0
415037,1,0,0,0
415085,1,0,0,0
415118,1,0,0,0
415149,1,0,0,0
415195,1,0,0,0
415289,1,0,0,0
415372,1,0,0,0
415418,1,0,0,0
415440,1,0,0,0
415477,1,0,0,0
415503,1,0,0,0
415524,1,0,0,0
415587,1,0,0,0
415625,1,0,0,0
415688,1,0,0,0
415720,1,0,0,0
415784,1,0,0,0
415844,1,0,0,0
415870,1,0,0,0
415893,1,0,0,0
415917,1,0,0,0
415940,1,0,0,0
416005,1,0,0,0
416041,1,0,0,0
416085,1,0,0,0
416165,1,0,0,0
416203,1,0,0,0
416247,1,0,0,0
416282,1,0,0,0
416358,1,0,0,0
416383,1,0,0,0
416424,1,0,0,0
416494,1,0,0,0
416585,1,0,0,0
416704,1,0,0,0
416818,1,0,0,0
416848,1,0,0,0
416889,1,0,0,0
416942,1,0,0,0
416976,1,0,0,0
417010,1,0,0,0
417050,1,0,0,0
417095,1,0,0,0
417168,1,0,0,0
417235,1,0,0,0
417264,1,0,0,0
417312,1,0,0,0
417355,1,0,0,0
417397,1,0,0,0
417435,1,0,0,0
417502,1,0,0,0
417589,1,0,0,0
417629,1,0,0,0
417689,1,0,0,0
417746,1,0,0,0
417836,1,0,0,0
417874,1,0,0,0
417902,1,0,0,0
417972,1,0,0,0
418003,1,0,0,0
418037,1,0,0,0
418104,1,0,0,0
418137,1,0,0,0
418168,1,0,0,0
418230,1,0,0,0
418404,1,0,0,0
418428,1,0,0,0
418486,1,0,0,0
418513,1,0,0,0
418551,1,0,0,0
418573,1,0,0,0
418623,1,0,0,0
418692,1,0,0,0
418717,1,0,0,0
418778,1,0,0,0
418806,1,0,0,0
418834,1,0,0,0
418869,1,0,0,0
418899,1,0,0,0
418923,1,0,0,0
418947,1,0,0,0
418966,1,0,0,0
418995,1,0,0,0
419030,1,0,0,0
419056,1,0,0,0
419091,1,0,0,0
419122,1,0,0,0
419148,1,0,0,0
419190,1,0,0,0
419206,1,0,0,0
419244,1,0,0,0
419273,1,0,0,0
419405,1,0,0,0
419470,1,0,0,0
419500,1,0,0,0
419536,1,0,0,0
419564,1,0,0,0
419610,1,0,0,0
419664,1,0,0,0
419702,1,0,0,0
419746,1,0,0,0
419781,1,0,0,0
419801,1,0,0,0
419839,1,0,0,0
419877,1,0,0,0
419980,1,0,0,0
420010,1,0,0,0
420029,1,0,0,0
420065,1,0,0,0
420132,1,0,0,0
420153,1,0,0,0
420194,1,0,0,0
420294,1,0,0,0
420352,1,0,0,0
420409,1,0,0,0
420441,1,0,0,0
420495,1,0,0,0
420535,1,0,0,0
420564,1,0,0,0
420600,1,0,0,0
420668,1,0,0,0
420817,1,0,0,0
420899,1,0,0,0
420940,1,0,0,0
420978,1,0,0,0
421004,1,0,0,0
421034,1,0,0,0
421069,1,0,0,0
421102,1,0,0,0
421147,1,0,0,0
421242,1,0,0,0
421305,1,0,0,0
421348,1,0,0,0
421385,1,0,0,0
421421,1,0,0,0
421453,1,0,0,0
421480,1,0,0,0
421559,1,0,0,0
421596,1,0,0,0
421632,1,0,0,0
421675,1,0,0,0
421712,1,0,0,0
421735,1,0,0,0
421777,1,0,0,0
421817,1,0,0,0
421860,1,0,0,0
421896,1,0,0,0
421990,1,0,0,0
422044,1,0,0,0
422090,1,0,0,0
422129,1,0,0,0
422165,1,0,0,0
422202,1,0,0,0
422229,1,0,0,0
422266,1,0,0,0
422318,1,0,0,0
422355,1,0,0,0
422377,1,0,0,0
422401,1,0,0,0
422441,1,0,0,0
422521,1,0,0,0
422569,1,0,0,0
422603,1,0,0,0
422644,1,0,0,0
422672,1,0,0,0
422701,1,0,0,0
422834,1,0,0,0
422916,1,0,0,0
422953,1,0,0,0
423038,1,0,0,0
423128,1,0,0,0
423162,1,0,0,0
423218,1,0,0,0
423259,1,0,0,0
423285,1,0,0,0
423305,1,0,0,0
423347,1,0,0,0
423388,1,0,0,0
423435,1,0,0,0
423492,1,0,0,0
423532,1,0,0,0
423574,1,0,0,0
423687,1,0,0,0
423732,1,0,0,0
423763,1,0,0,0
423797,1,0,0,0
423861,1,0,0,0
423933,1,0,0,0
424058,1,0,0,0
424095,1,0,0,0
424176,1,0,0,0
424196,1,0,0,0
424207,1,0,0,0
424229,1,0,0,0
424240,1,0,0,0
424268,1,0,0,0
424310,1,0,0,0
424358,1,0,0,0
424401,1,0,0,0
424445,1,0,0,0
424542,1,0,0,0
424666,1,0,0,0
424732,1,0,0,0
424771,1,0,0,0
424853,1,0,0,0
424900,1,0,0,0
424948,1,0,0,0
424974,1,0,0,0
425062,1,0,0,0
425136,1,0,0,0
425173,1,0,0,0
425210,1,0,0,0
425262,1,0,0,0
425289,1,0,0,0
425336,1,0,0,0
425385,1,0,0,0
425416,1,0,0,0
425478,1,0,0,0
425510,1,0,0,0
425582,1,0,0,0
425613,1,0,0,0
425654,1,0,0,0
425692,1,0,0,0
425728,1,0,0,0
425779,1,0,0,0
425823,1,0,0,0
425899,1,0,0,0
425941,1,0,0,0
425978,1,0,0,0
426017,1,0,0,0
426053,1,0,0,0
426092,1,0,0,0
426135,1,0,0,0
426197,1,0,0,0
426224,1,0,0,0
426265,1,0,0,0
426297,1,0,0,0
426341,1,0,0,0
426380,1,0,0,0
426480,1,0,0,0
426501,1,0,0,0
426521,1,0,0,0
426533,1,0,0,0
426552,1,0,0,0
426585,1,0,0,0
426603,1,0,0,0
426641,1,0,0,0
426679,1,0,0,0
426706,1,0,0,0
426743,1,0,0,0
426775,1,0,0,0
426805,1,0,0,0
426853,1,0,0,0
426906,1,0,0,0
426941,1,0,0,0
427010,1,0,0,0
427044,1,0,0,0
427079,1,0,0,0
427186,1,0,0,0
427263,1,0,0,0
427284,1,0,0,0
427333,1,0,0,0
427370,1,0,0,0
427405,1,0,0,0
427446,1,0,0,0
427465,1,0,0,0
427549,1,0,0,0
427591,1,0,0,0
427612,1,0,0,0
427644,1,0,0,0
427670,1,0,0,0
427702,1,0,0,0
427749,1,0,0,0
427778,1,0,0,0
427825,1,0,0,0
427850,1,0,0,0
427944,1,0,0,0
427989,1,0,0,0
428033,1,0,0,0
428180,1,0,0,0
428223,1,0,0,0
428259,1,0,0,0
428314,1,0,0,0
428339,1,0,0,0
428375,1,0,0,0
428425,1,0,0,0
428475,1,0,0,0
428516,1,0,0,0
428586,1,0,0,0
428628,1,0,0,0
428690,1,0,0,0
428704,1,0,0,0
428733,1,0,0,0
428768,1,0,0,0
428796,1,0,0,0
428879,1,0,0,0
428925,1,0,0,0
428972,1,0,0,0
429021,1,0,0,0
429076,1,0,0,0
429145,1,0,0,0
429163,1,0,0,0
429191,1,0,0,0
429219,1,0,0,0
429249,1,0,0,0
429279,1,0,0,0
429340,1,0,0,0
429500,1,0,0,0
429545,1,0,0,0
429580,1,0,0,0
429625,1,0,0,0
429719,1,0,0,0
429768,1,0,0,0
429807,1,0,0,0
429841,1,0,0,0
429873,1,0,0,0
429914,1,0,0,0
429943,1,0,0,0
429978,1,0,0,0
430117,1,0,0,0
430166,1,0,0,0
430237,1,0,0,0
430336,1,0,0,0
430383,1,0,0,0
430425,1,0,0,0
430497,1,0,0,0
430528,1,0,0,0
430577,1,0,0,0
430623,1,0,0,0
430662,1,0,0,0
430705,1,0,0,0
430743,1,0,0,0
